担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,32023113,人生はすごろく,ブームから文化へ,失敗は経験,好きだと思うことにどんどんトライする,心の声を聞く, , , ,Pattern9,人生すごろくブーム文化失敗経験ことトライ声,0.83,"対象:23022528 時期:今学期全てのキーワード:失敗は経験,人生は双六,とにかく見ているよ～と伝える,ブームから文化へ,心の声に従う", ,0,, 
吉松,32023334,英語英語の能力がどれだけ大切なのかが分かった。,期待に応えようとする、仕事をまかされているのは信頼されているから,アルバイトの経験があったからこそ今の自分がいる,部下を褒める、ちゃんと見ているということを伝える,心で感じる力を鍛える, , , ,,,, , ,0,, 
吉松,32023367,やりながら失敗しながらもその過程が楽しい,授業のキーワードは今につながっている,バイトでチームワークの大事さや今の仕事につながることを学んだ,転職して誰にどう思われても自分が決めたことやりぬく,ものづくりの現場を実際に見ることで見識が深まる, , , ,,,, , ,0,, 
吉松,32023379,色んなことを経験して自分を分析する,目の前にあることに一生懸命取り組む,人との繋がりをたいせつにする,任されるとは頼られてる信頼されているということでもある,失敗は経験なのでどんどんする頭でっかちにならずに好きだと思うことはトライしてみる, , , ,,,, , ,0,, 
吉松,32023380,大学生活での経験が大人になっていきてくる,仕事を任せられることは信頼されていること,怒られたことは印象に残り貴重な経験になる,好きなことにはトライすることが大切,心の声をきくことが大切, , , ,,,, , ,0,, 
吉松,32023527,ブランドとしてすべきこととお客様のニーズを繋げて、案を考えていく。,ブームから文化へと変えていく。,人生はすごろく。立ち止まることも戻ることもあるが、それも含めて人生である。,失敗は経験。1歩踏み出してみることも大切。,頭で考えすぎず、心の声を聞き、どんどんトライしてみる。, , , ,,,, , ,0,, 
吉松,32023571,経験を通して自己分析をし、自分の適性を知る。,人生はすごろくのようなもの。前に進むだけでなく立ち止まったり、戻ったりすることがあってもいい。,失敗して、そこから学んで深みのある人生のほうがよっぽど豊か。,頭で考えすぎるばかりではなく、自分の心の声を聞くことも大切。,自分でやりたいと思ったらやってみること。, , , ,,,, , ,0,, 
吉松,32023574,自分の決めたことはやる,選択した責任は自分で取ればいい,自分の足で色んなところに行く、対話する,ブームから文化にする,自分の財産は大学時代の仲間, , , ,,,, , ,0,, 
吉松,32023593,総合政策時代の仲間に今も助けられることがあるとおっしゃっていたので仲間が大事ということが分かった。,アルバイトをすることで自分に何があっているのかという適性を見つけることができる。,詳しくないことでも積極的に周りに聞いて自分の足で理解を深めていくことが大事。,常に目の前にあることをしっかり成し遂げていくことが大事。,学生時代の思い出があまりないのが悲しいとおっしゃっていたのでたくさん思い出を作ろうと思った。, , , ,,,, , ,0,, 
吉松,34019108,やるかやらないかならやる。,今までのことがつながって今がある。,人生はいつもすごろく。,失敗してもいい。そこから深みが出る。,常に目の前にあるをしっかりやり遂げる, , , ,,,, , ,0,, 
吉松,34019220,期待に応えたい,帰国子女,０から１,地元の人を大切に,同じ学校, , , ,,,, , ,0,, 
吉松,34020008,過去が繋がって今がある,ブームから文化へ,失敗は経験,人生はピラミッドじゃなくすごろく,自分の心の声を聞く, , , ,,,, , ,0,, 
吉松,34020034,信頼されることが結果的に仕事のやりがいにつながるということ。,誠意をもって仕事にとりくみ、実績を出していったことが次の仕事に繋がっていったこと。,失敗したとしても、前に進み続けること。,いろんな場所へ行き様々な知識や価値観を吸収すること。,今できることや打ち込めるものを見つけること。, , , ,,,, , ,0,, 
吉松,34020088,学内で出会った人と深い繋がりを持っていると自分のキャリアを展開する上で良いきっかけとなることがある,好きだと思うことにどんどん挑戦する,心の声を聞く,失敗は経験になる,その時には気づかなくても後から自分のキャリアを見た時にすべて繋がっていることがある, , , ,,,, , ,0,, 
